"","Record","Sale_amount","Sale_date","Beds","Baths","Sqft_home","Sqft_lot","Type","Build_year","Town","University","Type2"
"419",419,3e+05,42457,4,3,2006,7840,3,1964,3,34,3
"420",420,230000,42454,3,2.5,1160,7840,3,1956,3,34,3
"421",421,281000,42507,3,2.5,1160,7405,3,1956,3,34,3
"422",422,204000,42452,3,1,1092,7405,3,1955,3,34,3
"423",423,390000,42451,4,3,1724,7840,3,1953,3,34,3
"424",424,356000,42513,3,3,1434,7405,3,1980,3,34,3
"425",425,420000,42521,3,2,1758,6964,3,1948,3,34,3
"426",426,332167,42443,3,2.5,1243,4791,3,1952,3,34,3
"427",427,550000,42478,3,3,2094,8712,3,1922,3,34,3
"428",428,630000,42482,3,2.5,2170,6969,3,1930,3,34,3
"429",429,359000,42451,4,2,1500,4965,3,1935,3,34,3
"430",430,260000,42472,3,1,865,3920,3,1910,3,34,3
"431",431,240000,42502,3,1.5,980,3484,3,1920,3,34,3
"432",432,510000,42464,8,4,3554,12196.8,1,1910,3,34,1
"433",433,421000,42458,5,2,1744,5663,3,1910,3,34,3
"434",434,325000,42451,2,1,1144,5227,3,1925,3,34,3
"435",435,285000,42446,3,2,1152,5227,3,1928,3,34,3
"436",436,349900,42461,2,1.5,1134,4791,3,1927,3,34,3
"437",437,374677,42559,3,1,1384,4791,3,1938,3,34,3
"438",438,485000,42480,4,2,1820,5271,3,1936,3,34,3
"439",439,306000,42510,4,2,1728,8712,3,1950,3,34,3
"440",440,425000,42507,3,2,1480,10018,3,1947,3,34,3
"441",441,491000,42489,3,3,1900,5793,3,2015,3,34,3
"442",442,340000,42502,3,2,1056,9583,3,1948,3,34,3
"443",443,505000,42503,3,2,1500,11761.2,3,1952,3,34,3
"444",444,430000,42447,3,1.5,1763,13503.6,3,1941,3,34,3
"445",445,452500,42507,3,2,1606,11325.6,3,1952,3,34,3
"446",446,1625000,42502,6,8,8416,80586,3,2007,3,34,3
"447",447,880000,42481,4,3,2703,29620.8,3,1966,3,34,3
"448",448,337000,42440,4,3,2193,30492,3,1960,3,34,3
"449",449,765000,42501,3,4,3426,255697.2,3,1994,3,34,3
"450",450,655000,42541,4,4,3500,32234.4,3,1987,3,34,3
"451",451,565000,42461,3,3,1469,64468.8,3,1985,3,34,3
"452",452,205000,42440,3,2,1008,11761.2,3,1955,3,34,3
"453",453,80000,42454,3,3,2308,11761.2,3,1936,3,34,3
"454",454,212000,42565,4,3,1864,22651.2,3,1943,3,34,3
"455",455,175500,42433,3,1.5,1373,10454,3,1975,3,34,3
"456",456,210000,42536,3,2.5,1728,10018,3,1974,3,34,3
"457",457,130700,42482,3,1,1368,9583,3,1956,3,34,3
"458",458,319900,42487,3,4,1816,11761.2,3,1990,3,34,3
"459",459,212500,42507,4,2,1184,9147,3,1942,3,34,3
"460",460,175000,42502,3,1,1080,9147,3,1947,3,34,3
"461",461,172000,42481,2,1.5,1088,9147,3,1941,3,34,3
"462",462,170000,42459,3,2,1347,8712,3,1944,3,34,3
"463",463,145000,42543,2,1,768,8712,3,1956,3,34,3
"464",464,50000,42489,3,2,1008,7187,3,1962,3,34,3
"465",465,240000,42516,4,1.5,1745,8059,3,1963,3,34,3
"466",466,233500,42438,4,2.5,1647,7840,3,1960,3,34,3
"467",467,181000,42488,3,1,972,9875,3,1953,3,34,3
"468",468,369900,42552,3,3,2120,8276,3,1950,3,34,3
"469",469,372575,42529,3,3,1656,9147,3,1986,3,34,3
"470",470,310000,42551,3,3,2000,13068,3,1976,3,34,3
"471",471,365000,42451,4,3,2217,9191,3,1967,3,34,3
"472",472,268000,42475,4,2,1515,8712,3,1961,3,34,3
"473",473,4e+05,42468,4,3,2724,7405,3,1988,3,34,3
"474",474,195000,42507,3,1,1254,8146,3,1958,3,34,3
"475",475,258000,42502,3,2,1512,10018,3,1964,3,34,3
"476",476,236800,42537,4,2,1261,8712,3,1963,3,34,3
"477",477,225000,42530,3,2,1056,10018,3,1956,3,34,3
"478",478,138000,42433,3,1,1032,9583,3,1956,3,34,3
"479",479,185000,42510,3,1,990,8712,3,1958,3,34,3
"480",480,190000,42506,3,1,986,10759,3,1958,3,34,3
"481",481,206000,42502,3,2,1032,7840,3,1969,3,34,3
"482",482,290000,42566,3,1.5,1616,7840,3,1923,3,34,3
"483",483,364600,42494,4,2,1710,7405,3,1951,3,34,3
"484",484,250000,42493,3,2,1387,8276,3,1933,3,34,3
"485",485,293501,42471,3,1.5,1455,8581,3,1920,3,34,3
"486",486,111600,42501,2,1,531,29185.2,3,1940,3,34,3
"487",487,198000,42496,2,1,840,10890,3,1936,3,34,3
"488",488,301000,42499,4,3,1979,10454,3,1966,3,34,3
"489",489,354200,42531,4,4,2431,9147,3,1972,3,34,3
"490",490,315000,42496,4,3,1834,9147,3,1968,3,34,3
"491",491,455000,42551,5,3,2771,10890,3,1987,3,34,3
"492",492,361500,42510,3,2.5,2070,6098,3,1987,3,34,3
"493",493,380000,42489,4,3,2192,13503.6,3,1968,3,34,3
"494",494,250000,42475,3,2,1893,10018,3,1977,3,34,3
"495",495,450000,42475,4,3,2322,10106,3,1967,3,34,3
"496",496,526000,42559,4,3,3240,13068,3,1971,3,34,3
"497",497,485100,42450,4,3,2480,10018,3,1970,3,34,3
"498",498,285000,42489,4,2,1807,9147,3,1967,3,34,3
"499",499,290000,42461,4,2.5,1950,9147,3,1968,3,34,3
"500",500,285000,42565,4,3,1807,15681.6,3,1968,3,34,3
"501",501,325000,42501,3,2.5,2367,8276,3,1970,3,34,3
"502",502,164000,42473,3,1,946,11761.2,3,1967,3,34,3
"503",503,146665,42507,2,1,896,8712,3,1920,3,34,3
"504",504,149000,42544,3,1,1092,7405,3,1971,3,34,3
"505",505,85000,42489,4,1,1040,9147,3,1971,3,34,3
"506",506,116500,42444,2,1,864,6969,3,1971,3,34,3
"507",507,108000,42461,3,1,864,8102,3,1971,3,34,3
"508",508,160000,42530,3,1,884,15681.6,3,1963,3,34,3
"509",509,160000,42443,2,1,1100,16552.8,3,1922,3,34,3
"510",510,499000,42492,4,3,3194,16552.8,3,2000,3,34,3
"511",511,427500,42457,4,2.5,2686,135471.6,3,2000,3,34,3
"512",512,412500,42509,4,2.5,2756,226947.6,3,2001,3,34,3
"513",513,349500,42454,5,2,2506,47480.4,3,1977,3,34,3
"514",514,345000,42481,4,3,2163,118483.2,3,1996,3,34,3
"515",515,449900,42494,4,2.5,2673,10890,3,2000,3,34,3
"516",516,385950,42478,4,4,2369,10454,3,2001,3,34,3
"517",517,4e+05,42489,3,2,2020,36154.8,3,2003,3,34,3
"518",518,342000,42482,4,3,2116,8276,3,2001,3,34,3
"519",519,333000,42458,5,4,1776,8276,3,2000,3,34,3
"520",520,286500,42494,4,2.5,1860,5662,3,2000,3,34,3
"521",521,985000,42518,4,5.5,3503,34848,3,1985,3,34,3
"522",522,610000,42521,5,3,1833,15681.6,3,1920,3,34,3
"523",523,308500,42509,3,3,1807,17424,3,1974,3,34,3
"524",524,464000,42451,5,3.5,2977,18730.8,3,1969,3,34,3
"525",525,574500,42485,4,3.5,3074,75794.4,3,1993,3,34,3
"526",526,424000,42457,4,3,2604,72745.2,3,1996,3,34,3
"527",527,765000,42485,6,3.5,3483,313196.4,3,2003,3,34,3
"528",528,450000,42458,6,3.5,3028,47044.8,3,1979,3,34,3
"529",529,405000,42493,4,3,2696,54450,3,1973,3,34,3
"530",530,2e+05,42444,4,2,1442,16988.4,3,1947,3,34,3
"531",531,370000,42488,4,2,1921,57063.6,3,1964,3,34,3
"532",532,285000,42448,3,2,1800,43560,3,1967,3,34,3
"533",533,292500,42508,3,1.5,1271,134164.8,3,1961,3,34,3
"534",534,155000,42478,2,1,650,42688.8,3,1947,3,34,3
"535",535,655000,42496,5,4,3000,23086.8,3,2002,3,34,3
"536",536,540500,42460,4,4,2860,27442.8,3,2003,3,34,3
"537",537,325125,42439,4,2.5,2099,10454,3,2000,3,34,3
"538",538,525000,42458,3,2.5,1925,108900,3,2007,3,34,3
"539",539,602000,42439,3,3,3183,51400.8,3,1987,3,34,3
"540",540,432500,42524,3,4,2756,7405,3,1999,3,34,3
"541",541,342500,42452,3,3,1558,43560,3,1987,3,34,3
"542",542,875000,42453,4,4,3990,52272,3,1996,3,34,3
"543",543,265000,42551,3,2,1663,352400.4,3,1900,3,34,3
"544",544,565500,42496,5,4,4584,45302.4,3,1983,3,34,3
"545",545,207900,42509,3,2,1330,10019,3,1924,3,34,3
"546",546,762000,42541,4,3.5,3295,43560,3,1991,3,34,3
"547",547,1020000,42487,5,5,4398,38768.4,3,1990,3,34,3
"548",548,174000,42517,3,4,1474,23522.4,3,1949,3,34,3
"549",549,345000,42499,3,3,1701,10890,3,2002,3,34,3
"550",550,632000,42551,3,2.5,2379,37461.6,3,1960,3,34,3
"551",551,355000,42439,4,2.5,2775,8712,3,2004,3,34,3
"552",552,341000,42536,3,3,1680,728323.2,3,2003,3,34,3
"553",553,905000,42445,4,6,4539,27878.4,3,2006,3,34,3
"554",554,375000,42502,4,3,2175,37026,3,2004,3,34,3
"555",555,151000,42452,2,2,729,10018,3,1952,3,34,3
"556",556,1100000,42538,5,5,4146,21780,3,2004,3,34,3
"557",557,1125000,42437,5,4,6127,25264.8,3,2005,3,34,3
"558",558,455000,42513,4,4,3175,11761.2,3,2003,3,34,3
"559",559,418000,42452,5,3.5,2084,13503.6,3,2004,3,34,3
"560",560,230000,42535,4,1.5,1080,10890,3,1986,3,34,3
"561",561,910000,42444,7,4,2975,4356,3,2007,3,34,3
"562",562,550000,42473,3,2,1966,17859.6,3,1921,3,34,3
"563",563,338000,42543,3,3,2003,6534,3,2005,3,34,3
"564",564,361500,42494,6,4,4039,108900,3,1987,4,28,3
"565",565,197000,42521,3,2.5,2212,24829.2,3,2002,4,28,3
"566",566,154900,42489,3,2,1976,21780,3,1984,4,28,3
"567",567,152000,42529,4,3,2342,21780,3,1999,4,28,3
"568",568,162500,42523,3,2.5,2748,34848,3,1986,4,28,3
"569",569,186500,42529,4,2.5,2200,32670,3,1997,4,28,3
"570",570,194000,42541,4,4,3190,27007.2,3,1998,4,28,3
"571",571,95000,42486,3,2,1417,33541.2,3,1987,4,28,3
"572",572,115000,42522,3,2,1482,50094,3,1965,4,28,3
"573",573,145000,42521,4,2,1865,26136,3,1999,4,28,3
"574",574,137000,42529,4,2,1865,16552.8,3,1999,4,28,3
"575",575,2e+06,42499,6,7,10457,553212,3,1989,4,28,3
"576",576,305000,42487,4,3,2257,54014.4,3,2003,4,28,3
"577",577,98000,42551,4,2,1712,21780,3,1980,4,28,3
"578",578,280900,42489,4,2.5,3647,37461.6,3,1988,4,28,3
"579",579,289900,42564,4,3,2784,30492,3,1984,4,28,3
"580",580,340000,42494,5,4,5013,27007.2,3,1986,4,28,3
"581",581,104000,42493,3,2,1960,21780,3,1978,4,28,3
"582",582,143000,42529,3,2,1544,21780,3,1980,4,28,3
"583",583,130000,42510,3,2,1680,32670,3,1987,4,28,3
"584",584,325000,42489,4,3,3149,32670,3,2000,4,28,3
"585",585,137000,42523,3,2,1642,25264.8,3,1963,4,28,3
"586",586,138900,42514,4,3,3016,26571.6,3,1972,4,28,3
"587",587,255000,42552,5,3.5,2728,32670,3,1986,4,28,3
"588",588,264900,42531,5,3.5,3470,37026,3,1978,4,28,3
"589",589,196500,42500,3,2,1948,37026,3,1992,4,28,3
"590",590,2e+05,42489,3,2.5,1990,21780,3,1999,4,28,3
"591",591,156800,42531,3,2,1852,27007.2,3,1974,4,28,3
"592",592,190000,42500,4,4,2712,43560,3,1986,4,28,3
"593",593,149900,42495,3,2,1716,1716,3,1986,4,28,3
"594",594,210000,42507,3,2,2216,42253.2,3,1969,4,28,3
"595",595,258000,42535,5,3,2300,59677.2,3,1974,4,28,3
"596",596,175000,42566,4,3,2162,50529.6,3,1980,4,28,3
"597",597,72000,42509,3,2,1444,7426,3,1999,4,28,3
"598",598,64000,42503,3,2,1108,6969,3,1995,4,28,3
"599",599,290000,42521,4,2.5,2187,30492,3,1981,4,28,3
"600",600,350000,42499,4,3,2913,30056.4,3,1980,4,28,3
"601",601,650000,42499,4,3.5,5855,31363.2,3,1986,4,28,3
"602",602,94000,42481,3,2,1200,566280,3,1985,4,28,3
"603",603,194900,42522,4,2,2198,24393.6,3,2003,4,28,3
"604",604,144900,42536,3,2,1479,20037.6,3,1975,4,28,3
"605",605,293000,42529,4,3,3590,43560,3,1965,4,28,3
"606",606,210000,42499,4,3,3100,43560,3,1965,4,28,3
"607",607,220000,42513,5,3,2989,43560,3,1968,4,28,3
"608",608,80000,42516,2,1,816,5433,3,1956,4,28,3
"609",609,407500,42552,4,3,2470,4356,3,2016,4,28,3
"610",610,136500,42535,3,3,1803,21780,3,1965,4,28,3
"611",611,78300,42495,3,1,1133,11761.2,3,1957,4,28,3
"612",612,140000,42510,3,1,1133,11325.6,3,1963,4,28,3
"613",613,159500,42492,2,1,1008,12632.4,3,1966,4,28,3
"614",614,189000,42514,3,2,1755,8712,3,2005,4,28,3
"615",615,158500,42517,3,2,1852,74487.6,3,1983,4,28,3
"616",616,113000,42503,3,2,1769,16988.4,3,1964,4,28,3
"617",617,125000,42486,2,1,1156,11761.2,3,1955,4,28,3
"618",618,157000,42494,2,1,1120,17859.6,3,1952,4,28,3
"619",619,204900,42493,2,1,884,11761.2,3,1980,4,28,3
"620",620,286000,42481,2,1,816,14374.8,3,1937,4,28,3
"621",621,225000,42524,3,1,1072,16117.2,3,1947,4,28,3
"622",622,133000,42508,2,1,864,9583,3,1945,4,28,3
"623",623,186000,42564,2,1,945,13503.6,3,1960,4,28,3
"624",624,188500,42535,2,1,920,14810.4,3,1950,4,28,3
"625",625,224000,42494,3,2,1240,19602,3,1940,4,28,3
"626",626,170000,42529,2,1,826,9583,3,1946,4,28,3
"627",627,182800,42509,2,1,980,7405,3,1948,4,28,3
"628",628,339000,42523,3,2.5,2632,8276,3,1912,4,28,3
"629",629,368800,42489,3,2.5,1950,13068,3,2011,4,28,3
"630",630,41125,42509,2,1,1070,6969,3,1940,4,28,3
"631",631,46000,42524,3,1,894,14810.4,3,1953,4,28,3
"632",632,318000,42493,2,2.5,1648,18730.8,3,1965,4,28,3
"633",633,160000,42487,4,2,2300,16117.2,3,1960,4,28,3
"634",634,226000,42494,3,2,1836,20473.2,3,1957,4,28,3
"635",635,295000,42500,3,2.5,2149,16117.2,3,1957,4,28,3
"636",636,254500,42508,3,2,1818,17859.6,3,1968,4,28,3
"637",637,339200,42500,4,3,3000,32670,3,1983,4,28,3
"638",638,351000,42487,4,2.5,3608,44431.2,3,1987,4,28,3
"639",639,289000,42517,4,3,2635,21780,3,1996,4,28,3
"640",640,164900,42522,5,3,2333,32670,3,1967,4,28,3
"641",641,398500,42501,4,3.5,3632,28314,3,2003,4,28,3
"642",642,237500,42507,3,2,1692,26136,3,1968,4,28,3
"643",643,184900,42487,3,2.5,2082,22215.6,3,1956,4,28,3
"644",644,305000,42480,2,1.5,1722,58370.4,3,1965,4,28,3
"645",645,336500,42524,5,3,3144,27878.4,3,1967,4,28,3
"646",646,570000,42529,4,3.5,3092,26136,3,1946,4,28,3
"647",647,211500,42488,3,2,1609,17424,3,1965,4,28,3
"648",648,540000,42527,4,2,2000,14810.4,3,1945,4,28,3
"649",649,360000,42496,3,2,1906,16988.4,3,1952,4,28,3
"650",650,575000,42508,4,4.5,2460,11325.6,3,1935,4,28,3
"651",651,415000,42551,3,2.5,2395,20908.8,3,1990,4,28,3
"652",652,910000,42501,5,5,4651,86248.8,3,1923,4,28,3
"653",653,325000,42494,5,2,2487,24829.2,3,1959,4,28,3
"654",654,507500,42499,4,4,3131,36154.8,3,1958,4,28,3
"655",655,860000,42550,4,2.5,3033,57499.2,3,1936,4,28,3
"656",656,210000,42515,3,2,1375,2178,3,1965,4,28,3
"657",657,365000,42502,3,2,2331,15246,3,1955,4,28,3
"658",658,110210,42510,4,3.5,3169,22651.2,3,1989,4,28,3
"659",659,334000,42529,4,3,2969,48351.6,3,1994,4,28,3
"660",660,565000,42531,3,2.5,2671,43560,3,1986,4,28,3
"661",661,212000,42534,4,2.5,2104,27007.2,3,1993,4,28,3
"662",662,625000,42517,5,3.5,3643,26136,3,1963,4,28,3
"663",663,489000,42485,4,5,3100,13503.6,3,2016,4,28,3
"664",664,153000,42493,4,3,2202,2178,3,1950,4,28,3
"665",665,127500,42488,3,2,1257,26136,3,2002,4,28,3
"666",666,155000,42534,3,2,1347,64468.8,3,1945,4,28,3
"667",667,51100,42513,3,2,1782,43995.6,3,1945,4,28,3
"668",668,108000,42548,3,2,1356,32670,3,1999,4,28,3
"669",669,42900,42495,4,1.5,1275,21780,3,1975,4,28,3
"670",670,92100,42527,2,1,2104,5663,3,1920,4,28,3
"671",671,175000,42501,2,2,1200,3484,3,1941,4,28,3
"672",672,65000,42487,3,1,984,10890,3,1960,4,28,3
"673",673,217000,42522,3,2,1057,12632.4,3,1950,4,28,3
"674",674,192500,42521,2,2,1628,12632.4,3,1940,4,28,3
"675",675,199000,42558,7,6,4200,10890,3,2002,4,28,3
"676",676,60000,42501,2,1,1187,10890,3,1930,4,28,3
"677",677,135000,42527,2,1,1488,43560,3,1885,4,28,3
"678",678,330000,42489,2,1,1232,23958,3,1915,4,28,3
"679",679,435000,42535,4,3,2124,10454,3,1933,4,28,3
"680",680,360000,42566,4,3,2731,15681.6,3,1955,4,28,3
"681",681,350700,42502,3,3,2000,23086.8,3,1935,4,28,3
"682",682,185000,42487,3,2,1736,16988.4,3,1955,4,28,3
"683",683,72100,42516,2,1.5,1226,623,1,1980,4,28,1
"684",684,64500,42481,3,1,856,10018,3,1955,4,28,3
"685",685,56000,42527,2,1,904,8712,3,1960,4,28,3
"686",686,125900,42500,3,1,1134,21780,3,1957,4,28,3
"687",687,326000,42521,3,3,2445,16117.2,3,1971,4,28,3
"688",688,82000,42534,3,1.5,1014,10890,3,1983,4,28,3
"689",689,66000,42493,5,3,2580,1198,1,1983,4,28,1
"690",690,122000,42528,3,2,1700,17424,3,1980,4,28,3
"691",691,167400,42501,3,3,2184,15246,3,1960,4,28,3
"692",692,123000,42499,3,1.5,1184,13068,3,1970,4,28,3
"693",693,149000,42536,4,2,1565,23086.8,3,1975,4,28,3
"694",694,183000,42535,4,3,2000,43560,3,1976,4,28,3
"695",695,201000,42493,3,3,2633,29185.2,3,1979,4,28,3
"696",696,118900,42486,3,2,1395,21780,3,1977,4,28,3
"697",697,130000,42501,3,2,1631,27442.8,3,1994,4,28,3
"698",698,9e+05,42534,3,2,1234,7566,3,1993,4,28,3
"699",699,119400,42527,3,2,1082,21780,3,1989,4,28,3
"700",700,112500,42524,2,2,1049,10410,3,1989,4,28,3
"701",701,115000,42559,2,2,1124,8712,3,1990,4,28,3
"702",702,113000,42524,2,2,1130,10890,3,1989,4,28,3
"703",703,112500,42541,2,2,1244,914760,3,1990,4,28,3
"704",704,99500,42510,2,2,980,17424,3,1990,4,28,3
"705",705,105000,42493,2,2.5,1176,19602,3,1993,4,28,3
"706",706,117000,42503,3,2,1185,6838,3,1993,4,28,3
"707",707,119200,42522,3,2,1256,6751,3,1991,4,28,3
"708",708,340000,42531,4,3,2888,145926,3,1985,4,28,3
"709",709,52300,42502,3,2,1961,56628,3,1974,4,28,3
"710",710,65000,42516,3,2,1368,30927.6,3,1965,4,28,3
"711",711,135000,42514,3,2,1480,32670,3,1994,4,28,3
"712",712,126000,42494,3,2,1234,32670,3,1968,4,28,3
"713",713,61000,42501,2,1,956,20908.8,3,1900,4,28,3
"714",714,141000,42508,2,1.5,1621,1742,3,1982,4,28,3
"715",715,1e+05,42516,2,2,1694,7530,3,1986,4,28,3
"716",716,92500,42480,2,2,1679,4356,3,1985,4,28,3
"717",717,170000,42543,4,3,2518,32670,3,1971,4,28,3
"718",718,229000,42542,4,2.5,2664,26136,3,1966,4,28,3
"719",719,207300,42500,4,3,2497,43560,3,1969,4,28,3
"720",720,70000,42502,3,2,2188,24393.6,1,1983,4,28,1
"721",721,44000,42531,3,1,1008,19166.4,3,1965,4,28,3
"722",722,89000,42500,4,1,1287,15246,3,1965,4,28,3
"723",723,58900,42530,3,1,1306,16117.2,3,1987,4,28,3
"724",724,198900,42529,4,3.5,2892,29620.8,3,1966,4,28,3
"725",725,185000,42494,6,3,1852,28314,3,1967,4,28,3
"726",726,184200,42492,4,2,2920,36590.4,3,1969,4,28,3
"727",727,193000,42523,4,3,2811,23522.4,3,1968,4,28,3
"728",728,148500,42535,4,3,3202,17424,3,1968,4,28,3
"729",729,175000,42519,4,3,2160,43560,3,1968,4,28,3
"730",730,121500,42499,3,2,1200,26136,3,2000,4,28,3
"731",731,141000,42524,3,2,1343,30492,3,1957,4,28,3
"732",732,171000,42562,4,3,2828,29185.2,3,1963,4,28,3
"733",733,180900,42524,4,2,2464,26571.6,3,1972,4,28,3
"734",734,2e+05,42517,4,3,2667,2613,3,1996,4,28,3
"735",735,211400,42528,4,3,2772,26136,3,1975,4,28,3
"736",736,227500,42503,4,3,2752,26136,3,1974,4,28,3
"737",737,225000,42536,3,2.5,2557,21780,3,1980,4,28,3
"738",738,199950,42538,3,2.5,2152,36590.4,3,1996,4,28,3
"739",739,151000,42495,4,2.5,1875,20037.6,3,1995,4,28,3
"740",740,177500,42566,3,2,2054,58806,3,2001,4,28,3
"741",741,161000,42501,3,2,1938,20908.8,3,1995,4,28,3
"742",742,134000,42514,3,2,1312,19602,3,1986,4,28,3
"743",743,148400,42527,3,2,1471,23958,3,1987,4,28,3
"744",744,162000,42506,3,2,1510,21780,3,1994,4,28,3
"745",745,123500,42531,3,2,1342,26136,3,1996,4,28,3
"746",746,224000,42501,3,3.5,3127,21780,3,1996,4,28,3
"747",747,135900,42510,3,2,1404,21780,3,1978,4,28,3
"748",748,105000,42486,4,3,2510,62290.8,3,1971,4,28,3
"749",749,197500,42501,4,3,2352,41817.6,3,1968,4,28,3
"750",750,182500,42536,3,2,2405,43560,3,1975,4,28,3
"751",751,145000,42539,4,2,2756,33976.8,3,1975,4,28,3
"752",752,175000,42523,3,2.5,1987,27007.2,3,1996,4,28,3
"753",753,139500,42510,3,2,1558,21780,3,1998,4,28,3
"754",754,132000,42524,3,2,1443,17424,3,1999,4,28,3
"755",755,69900,42496,3,3,1278,42688.8,3,1999,4,28,3
"756",756,309900,42514,5,4,3717,42688.8,3,1988,4,28,3
"757",757,134900,42481,3,2,1400,18295.2,3,2002,4,28,3
"758",758,125000,42506,4,3,1524,17424,3,2002,4,28,3
"759",759,295000,42506,4,3,3994,2286,3,2004,4,28,3
"760",760,90100,42524,3,2,1440,56628,3,2000,4,28,3
"761",761,665000,42485,6,5,4057,23086.8,3,2002,4,28,3
"762",762,525000,42516,3,2,2316,21344.4,3,1948,4,28,3
"763",763,141500,42524,4,2,1792,26136,3,2002,4,28,3
"764",764,139900,42507,3,2.5,1597,26136,3,2002,4,28,3
"765",765,129900,42566,3,3,1478,26136,3,2002,4,28,3
"766",766,143500,42549,4,2,1792,29620.8,3,2002,4,28,3
"767",767,140400,42545,3,2,1492,21780,3,2003,4,28,3
"768",768,122000,42529,3,2,1574,39204,3,2003,4,28,3
"769",769,172000,42493,3,2,1944,21780,3,2002,4,28,3
"770",770,160100,42507,3,2,1498,21780,3,2001,4,28,3
"771",771,165000,42534,3,2,2062,26136,3,2001,4,28,3
"772",772,265000,42496,3,2.5,1995,566280,3,2003,4,28,3
"773",773,208000,42524,4,2,2092,21780,3,2002,4,28,3
"774",774,115000,42535,3,2,1429,16117.2,3,2003,4,28,3
"775",775,149900,42500,4,2.5,2122,14810.4,3,2002,4,28,3
"776",776,150500,42489,3,2,1292,15681.6,3,2002,4,28,3
"777",777,150600,42493,3,2,1622,5525,3,2002,4,28,3
"778",778,155000,42544,3,2,1799,10890,3,2002,4,28,3
"779",779,123500,42538,3,2,1264,5525,3,2003,4,28,3
"780",780,183900,42510,3,2,2019,31363.2,3,2003,4,28,3
"781",781,165000,42552,3,2,1215,871,3,2004,4,28,3
"782",782,92000,42529,2,2.5,1184,603,3,2002,4,28,3
"783",783,269000,42510,3,2,1734,4356,3,2003,4,28,3
"784",784,169900,42492,4,2,1484,10454,3,2004,4,28,3
"785",785,225000,42545,5,4,1921,30492,3,2004,4,28,3
"786",786,135000,42503,3,2,1893,21780,3,2004,4,28,3
"787",787,120000,42529,3,2,1157,8712,3,2004,4,28,3
"788",788,136900,42509,3,2,1592,43560,3,2004,4,28,3
"789",789,190000,42528,5,3,1800,6021,3,2004,4,28,3
"790",790,150000,42496,3,2,1382,5303,3,2012,4,28,3
"791",791,189500,42529,4,2.5,1864,21780,3,2005,4,28,3
"792",792,92700,42534,4,2,1176,26136,3,2005,4,28,3
"793",793,132900,42485,3,2,1912,17424,3,2004,4,28,3
"794",794,170000,42487,4,2.5,1810,21780,3,2004,4,28,3
"795",795,112000,42514,4,3,1500,16988.4,3,2005,4,28,3
"796",796,140000,42529,3,3,1562,42688.8,3,2004,4,28,3
"797",797,231500,42480,4,2.5,2472,8712,3,2005,4,28,3
"798",798,250000,42524,4,3,2705,8712,3,2005,4,28,3
"799",799,213000,42549,3,3,1828,7726,3,2005,4,28,3
"800",800,261550,42536,3,3.5,2551,6743,3,2005,4,28,3
"801",801,187500,42559,3,2,1765,14374.8,3,2005,4,28,3
"802",802,116000,42503,3,2,1218,5398,3,2007,4,28,3
"803",803,322500,42501,3,3,1800,8276,3,2005,4,28,3
"804",804,154000,42524,3,2,1622,5574,3,2005,4,28,3
"805",805,249900,42535,3,2,2307,60984,3,2005,4,28,3
"806",806,250000,42557,4,3,2203,29620.8,3,2005,4,28,3
"807",807,276000,42522,3,3,2150,4356,3,2005,4,28,3
"808",808,110000,42502,2,2.5,1168,1962,1,2006,4,28,1
"809",809,269900,42523,5,3,2839,87120,3,2005,4,28,3
"810",810,237000,42487,3,3,2538,43560,3,1988,4,28,3
"811",811,4e+05,42503,4,5,4900,117612,3,2005,4,28,3
"812",812,465000,42548,5,5,3058,59677.2,3,1996,4,28,3
"813",813,406000,42536,4,3.5,2732,87120,3,1997,4,28,3
"814",814,233700,42534,4,2.5,2351,33105.6,3,1994,4,28,3
"815",815,450000,42557,4,4,3432,52272,3,2002,4,28,3
"816",816,325000,42510,3,2.5,3187,98445.6,3,1984,4,28,3
"817",817,120000,42503,3,4.5,1309,3049,3,2006,4,28,3
"818",818,535600,42503,3,3,1309,4356,3,2006,4,28,3
"819",819,196000,42494,4,2.5,2524,7706,3,2007,4,28,3
"820",820,118000,42494,3,2.5,1360,3197,3,2005,4,28,3
"821",821,535600,42503,3,3,1309,4356,3,2006,4,28,3
"822",822,150000,42542,3,3,1351,8712,3,2006,4,28,3
"823",823,220000,42521,3,3,2288,8036,3,2006,4,28,3
"824",824,535600,42500,3,3,1309,4356,3,2006,4,28,3
"825",825,196000,42481,4,4,1586,566280,3,2006,4,28,3
"826",826,238500,42503,3,2,1309,3581,3,2006,4,28,3
"827",827,217200,42482,3,2,1276,7579,3,2006,4,28,3
"828",828,332000,42501,2,2,1316,65340,3,2006,4,28,3
"829",829,240000,42503,3,3,1303,10890,3,2006,4,28,3
"830",830,127500,42503,3,3,1700,3484,3,2007,4,28,3
"831",831,210000,42534,3,3,1950,566280,3,2007,4,28,3
"832",832,675000,42482,6,8,9856,1611720,3,2007,4,28,3
"833",833,169000,42503,3,2,1234,6098,3,2007,4,28,3
"834",834,112000,42523,3,3,1309,3920,3,2007,4,28,3
"835",835,115000,42538,3,3,1496,3150,3,2007,4,28,3
"836",836,238500,42500,3,3,1309,3582,3,2007,4,28,3
"837",837,125000,42499,3,3,1496,3484,3,2007,4,28,3
"838",838,455000,42485,5,5,4135,92347.2,3,1975,4,28,3
"839",839,298000,42489,3,3,2580,7840,3,2014,4,28,3
